URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
123.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-3-2/,61.0,41.0,0.19607842945021148,0.08666100247522429,16.704917758935775,0.7939156035328754,6.999533344987461,16.704918032786885,809.0,1019.0,2.9352306182531893,0.0,7.396467124631992
321.0,https://insights.blackcoffer.com/rise-of-e-health-and-its-impact-on-humans-by-the-year-2030/,31.0,36.0,-0.074626864557808,0.16919191876466688,18.1052622049862,0.8633720930232558,7.587453719203783,18.105263157894736,297.0,344.0,2.9709302325581395,0.0,7.546511627906977
2345.0,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030-2/,39.0,72.0,-0.2972972946189433,0.08788598567863341,11.675675517896277,0.7569444444444444,4.973047984936289,11.675675675675675,654.0,864.0,2.699074074074074,0.0,7.627314814814815
4321.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/,66.0,71.0,-0.03649635009856679,0.15154867239872935,15.63265274219076,0.7885117493472585,6.568465796615207,15.63265306122449,604.0,766.0,2.672323759791123,2.0,7.133159268929504
432.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/,66.0,71.0,-0.03649635009856679,0.15154867239872935,15.63265274219076,0.7885117493472585,6.568465796615207,15.63265306122449,604.0,766.0,2.672323759791123,2.0,7.133159268929504
2893.8,https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/,58.0,53.0,0.04504504463923383,0.13357400705947772,14.872340109099147,0.7968526466380543,6.267677102294881,14.872340425531915,557.0,699.0,2.663805436337625,2.0,7.227467811158799
3355.6,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/,52.0,51.0,0.00970873776981808,0.1297229217509787,18.28571376326532,0.803125,7.635535505306129,18.285714285714285,514.0,640.0,2.81875,0.0,7.4140625
3817.4,https://insights.blackcoffer.com/how-does-marketing-influence-businesses-and-consumers/,86.0,46.0,0.30303030073461895,0.1114864863923256,12.185185034750802,0.7710233029381965,5.1824833350756,12.185185185185185,761.0,987.0,2.657548125633232,0.0,7.231003039513678
4279.2,https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/,19.0,15.0,0.11764705536332191,0.04239401490973315,15.838709166493253,0.7576374745417516,6.638538656414003,15.838709677419354,372.0,491.0,2.7230142566191446,0.0,8.09775967413442
4741.0,https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/,49.0,75.0,-0.2096774176638918,0.16315789452216067,13.565217096408325,0.7948717948717948,5.744035556512049,13.565217391304348,496.0,624.0,2.7564102564102564,2.0,7.282051282051282
5202.8,https://insights.blackcoffer.com/how-advertisement-marketing-affects-business/,19.0,26.0,-0.1555555520987655,0.16423357604294314,9.541666269097238,0.7117903930131004,4.101382664844135,9.541666666666666,163.0,229.0,2.475982532751092,1.0,6.755458515283843
5664.6,https://insights.blackcoffer.com/rising-it-cities-will-impact-the-economy-environment-infrastructure-and-city-life-by-the-year-2035/,55.0,63.0,-0.06779660959494399,0.12701829910977577,13.666666426900589,0.7471116816431322,5.765511243417489,13.666666666666666,582.0,779.0,2.5186136071887035,2.0,6.681643132220796
6126.4,https://insights.blackcoffer.com/rise-of-ott-platform-and-its-impact-on-entertainment-industry-by-the-year-2030/,38.0,33.0,0.07042253421940092,0.1744471740185573,20.499998718750078,0.7621951219512195,8.50487753628052,20.5,250.0,328.0,2.5457317073170733,0.0,7.0060975609756095
6588.2,https://insights.blackcoffer.com/rise-of-electric-vehicles-and-its-impact-on-livelihood-by-2040/,31.0,38.0,-0.10144927389203952,0.09224598918148932,27.499998750000056,0.6446280991735537,11.257850739669443,27.5,390.0,605.0,2.183471074380165,2.0,6.171900826446281
7050.0,https://insights.blackcoffer.com/rise-of-electric-vehicle-and-its-impact-on-livelihood-by-the-year-2040/,43.0,61.0,-0.1730769214127219,0.1522693994842322,15.428570987755116,0.7351851851851852,6.46550246917612,15.428571428571429,397.0,540.0,2.522222222222222,0.0,6.812962962962963
7511.8,https://insights.blackcoffer.com/oil-prices-by-the-year-2040-and-how-it-will-impact-the-world-economy/,37.0,65.0,-0.27450980123029606,0.11683848783867298,14.119999717600006,0.7365439093484419,5.942617450779379,14.12,520.0,706.0,2.355524079320113,7.0,6.288951841359774
7973.6,https://insights.blackcoffer.com/an-outlook-of-healthcare-by-the-year-2040-and-how-it-will-impact-human-lives/,47.0,68.0,-0.18260869406427224,0.14303482569274276,18.399999474285732,0.7546583850931677,7.66186314375156,18.4,486.0,644.0,2.62888198757764,6.0,7.068322981366459
8435.4,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,83.0,82.0,0.006060606023875115,0.08933405517632156,16.452380756519275,0.7677279305354558,6.8880434748218935,16.452380952380953,1061.0,1382.0,2.7329956584659914,1.0,7.554269175108538
8897.2,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,61.0,74.0,-0.09629629558299041,0.1358148891993814,11.056337872445946,0.6687898089171974,4.690051072545257,11.056338028169014,525.0,785.0,2.3847133757961783,3.0,6.412738853503185
9359.0,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,85.0,89.0,-0.02298850561500859,0.1435643563171911,15.20895499688127,0.7870461236506379,6.398400448212763,15.208955223880597,802.0,1019.0,2.775269872423945,3.0,7.245338567222768
9820.8,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,73.0,69.0,0.028169013886133704,0.1271262308620177,11.749999853125003,0.6670212765957447,4.9668084518883,11.75,627.0,940.0,2.297872340425532,2.0,6.346808510638298
10282.6,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,74.0,81.0,-0.04516129003121749,0.12601626006014938,13.026315618074795,0.7272727272727273,5.501435338139009,13.026315789473685,720.0,990.0,2.5171717171717174,10.0,6.798989898989899
10744.4,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,72.0,71.0,0.006993006944104847,0.1588888887123457,13.333333086419758,0.7152777777777778,5.619444345679015,13.333333333333334,515.0,720.0,2.4972222222222222,10.0,6.7375
11206.2,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,32.0,36.0,-0.05882352854671282,0.12878787854396234,9.976190238662138,0.7159904534606205,4.276872276849104,9.976190476190476,300.0,419.0,2.477326968973747,2.0,6.701670644391408
11668.0,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,39.0,38.0,0.012987012818350484,0.1524752472228213,13.6451608501561,0.6690307328605201,5.725676633206649,13.64516129032258,283.0,423.0,2.2364066193853427,0.0,6.219858156028369
12129.8,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,88.0,90.0,-0.011235954993056433,0.12225274716878244,17.85294091392734,0.7018121911037891,7.421901242012453,17.852941176470587,852.0,1214.0,2.4728171334431632,7.0,6.611202635914333
12591.6,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,66.0,97.0,-0.1901840479129813,0.10598179446945266,12.468084973743776,0.7226962457337884,5.276312487791026,12.46808510638298,847.0,1172.0,2.4513651877133107,1.0,6.744880546075085
13053.4,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,53.0,54.0,-0.009345794305179492,0.132919254493268,16.325581015684165,0.7962962962962963,6.848750924792185,16.325581395348838,559.0,702.0,2.8062678062678064,5.0,7.427350427350428
13515.2,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,51.0,61.0,-0.08928571348852042,0.1181434597909879,11.191176306012114,0.6596583442838371,4.740333860118381,11.191176470588236,502.0,761.0,2.3889618922470435,3.0,6.3994743758212875
13977.0,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,68.0,64.0,0.030303030073461894,0.1349693250153688,23.297296667640634,0.7111368909512761,9.603373423436764,23.2972972972973,613.0,862.0,2.5765661252900234,9.0,6.916473317865429
